0.000000	-0.432516
0.100000	-0.433816
0.200000	-0.433166
0.300000	-0.430240
0.400000	-0.436092
0.500000	-0.434791
0.600000	-0.433166
0.700000	-0.430890
0.800000	-0.439667
0.900000	-0.439017
1.000000	-0.442593
1.100000	-0.434141
1.200000	-0.433491
1.300000	-0.436417
1.400000	-0.426989
1.500000	-0.436417
1.600000	-0.438042
1.700000	-0.436417
1.800000	-0.435441
1.900000	-0.434791
2.000000	-0.436742
2.100000	-0.434141
2.200000	-0.433816
2.300000	-0.437717
2.400000	-0.434466
2.500000	-0.435766
2.600000	-0.439342
2.700000	-0.438042
2.800000	-0.436417
2.900000	-0.438367
3.000000	-0.440643
3.100000	-0.436742
3.200000	-0.437392
3.300000	-0.436417
3.400000	-0.435441
3.500000	-0.439667
3.600000	-0.437067
3.700000	-0.437067
3.800000	-0.439993
3.900000	-0.436417
4.000000	-0.436092
4.100000	-0.448120
4.200000	-0.438692
4.300000	-0.431865
4.400000	-0.441618
4.500000	-0.439667
4.600000	-0.436092
4.700000	-0.438692
4.800000	-0.437717
4.900000	-0.438692
5.000000	-0.443568
5.100000	-0.429590
5.200000	-0.439342
5.300000	-0.438367
5.400000	-0.442593
5.500000	-0.442268
5.600000	-0.435116
5.700000	-0.439342
5.800000	-0.440318
5.900000	-0.439017
6.000000	-0.438042
6.100000	-0.438692
6.200000	-0.446494
6.300000	-0.435116
6.400000	-0.437067
6.500000	-0.432516
6.600000	-0.436417
6.700000	-0.440318
6.800000	-0.433491
6.900000	-0.434466
7.000000	-0.439667
7.100000	-0.443568
7.200000	-0.428615
7.300000	-0.434141
7.400000	-0.438042
7.500000	-0.432841
7.600000	-0.434466
7.700000	-0.441293
7.800000	-0.438692
7.900000	-0.423413
8.000000	-0.439993
8.100000	-0.432191
8.200000	-0.438367
8.300000	-0.441618
8.400000	-0.438692
8.500000	-0.443893
8.600000	-0.434791
8.700000	-0.432191
8.800000	-0.443893
8.900000	-0.440643
9.000000	-0.435441
9.100000	-0.437717
9.200000	-0.438692
9.300000	-0.434141
9.400000	-0.439993
9.500000	-0.440643
9.600000	-0.433491
9.700000	-0.445519
9.800000	-0.438692
9.900000	-0.433491
