X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-7.000000e-04,1.000000e-06,
0,4.960000e+00,3.200000e+00,
1,5.040000e+00,3.120000e+00,
2,4.960000e+00,3.200000e+00,
3,5.040000e+00,3.120000e+00,
4,4.960000e+00,3.200000e+00,
5,5.040000e+00,3.120000e+00,
6,4.960000e+00,3.200000e+00,
7,5.040000e+00,3.120000e+00,
8,5.040000e+00,3.120000e+00,
9,4.880000e+00,3.280000e+00,
10,4.960000e+00,3.120000e+00,
11,5.040000e+00,3.200000e+00,
12,5.040000e+00,3.200000e+00,
13,4.960000e+00,3.120000e+00,
14,4.960000e+00,3.120000e+00,
15,5.040000e+00,3.200000e+00,
16,4.960000e+00,3.200000e+00,
17,4.960000e+00,3.120000e+00,
18,4.960000e+00,3.200000e+00,
19,5.040000e+00,3.120000e+00,
20,5.040000e+00,3.200000e+00,
21,4.880000e+00,3.120000e+00,
22,4.960000e+00,3.200000e+00,
23,5.040000e+00,3.120000e+00,
24,4.960000e+00,3.200000e+00,
25,5.040000e+00,3.120000e+00,
26,4.960000e+00,3.280000e+00,
27,5.040000e+00,3.120000e+00,
28,4.960000e+00,3.200000e+00,
29,5.040000e+00,3.120000e+00,
30,4.960000e+00,3.200000e+00,
31,5.040000e+00,3.120000e+00,
32,5.040000e+00,3.200000e+00,
33,4.880000e+00,3.120000e+00,
34,4.960000e+00,3.120000e+00,
35,5.040000e+00,3.280000e+00,
36,4.960000e+00,3.120000e+00,
37,5.040000e+00,3.280000e+00,
38,4.960000e+00,3.200000e+00,
39,5.040000e+00,3.120000e+00,
40,4.960000e+00,3.280000e+00,
41,5.040000e+00,3.120000e+00,
42,4.880000e+00,3.200000e+00,
43,5.040000e+00,3.200000e+00,
44,4.960000e+00,3.120000e+00,
45,5.040000e+00,3.280000e+00,
46,4.960000e+00,3.200000e+00,
47,5.040000e+00,3.120000e+00,
48,5.040000e+00,3.200000e+00,
49,4.880000e+00,3.120000e+00,
50,4.960000e+00,3.200000e+00,
51,5.040000e+00,3.120000e+00,
52,4.960000e+00,3.200000e+00,
53,5.040000e+00,3.120000e+00,
54,4.960000e+00,3.280000e+00,
55,5.040000e+00,3.120000e+00,
56,5.040000e+00,3.200000e+00,
57,4.960000e+00,3.120000e+00,
58,4.960000e+00,3.120000e+00,
59,5.040000e+00,3.200000e+00,
60,5.040000e+00,3.200000e+00,
61,4.880000e+00,3.200000e+00,
62,4.880000e+00,3.200000e+00,
63,5.040000e+00,3.120000e+00,
64,4.960000e+00,3.200000e+00,
65,5.040000e+00,3.120000e+00,
66,4.880000e+00,3.200000e+00,
67,5.040000e+00,3.120000e+00,
68,4.960000e+00,3.200000e+00,
69,5.040000e+00,3.280000e+00,
70,4.960000e+00,3.280000e+00,
71,5.040000e+00,3.120000e+00,
72,4.960000e+00,3.120000e+00,
73,5.040000e+00,3.280000e+00,
74,4.960000e+00,3.200000e+00,
75,5.040000e+00,3.120000e+00,
76,4.960000e+00,3.200000e+00,
