x-axis,1,2,3
second,Volt,Volt,Volt
-6.45750E-03,-53.86935E-03,-41.00502E-03,+193.96985E-03
-6.44700E-03,-53.86935E-03,-40.60301E-03,+190.95477E-03
-6.43650E-03,-53.66834E-03,-40.20100E-03,+188.94472E-03
-6.42600E-03,-53.06533E-03,-40.20100E-03,+184.92462E-03
-6.41550E-03,-52.86432E-03,-39.39698E-03,+188.94472E-03
-6.40500E-03,-52.26131E-03,-39.39698E-03,+184.92462E-03
-6.39450E-03,-52.26131E-03,-39.39698E-03,+184.92462E-03
-6.38400E-03,-51.45729E-03,-39.39698E-03,+184.92462E-03
-6.37350E-03,-51.45729E-03,-38.59296E-03,+184.92462E-03
-6.36300E-03,-51.45729E-03,-38.59296E-03,+182.91457E-03
-6.35250E-03,-50.85427E-03,-38.59296E-03,+180.90452E-03
-6.34200E-03,-50.65327E-03,-38.59296E-03,+180.90452E-03
-6.33150E-03,-50.65327E-03,-37.98995E-03,+177.88945E-03
-6.32100E-03,-49.84925E-03,-37.78894E-03,+178.89447E-03
-6.31050E-03,-49.84925E-03,-37.78894E-03,+176.88442E-03
-6.30000E-03,-49.04523E-03,-37.78894E-03,+176.88442E-03
-6.28950E-03,-49.64824E-03,-36.98492E-03,+172.86432E-03
-6.27900E-03,-48.24121E-03,-36.58291E-03,+172.86432E-03
-6.26850E-03,-48.24121E-03,-36.38191E-03,+172.86432E-03
-6.25800E-03,-48.24121E-03,-36.18090E-03,+172.86432E-03
-6.24750E-03,-47.63819E-03,-36.18090E-03,+172.86432E-03
-6.23700E-03,-47.83920E-03,-36.18090E-03,+168.84422E-03
-6.22650E-03,-47.43719E-03,-36.18090E-03,+167.83919E-03
-6.21600E-03,-47.43719E-03,-36.18090E-03,+168.84422E-03
-6.20550E-03,-46.63317E-03,-35.37688E-03,+164.82412E-03
-6.19500E-03,-47.03518E-03,-35.37688E-03,+164.82412E-03
-6.18450E-03,-46.43216E-03,-34.77387E-03,+161.80904E-03
-6.17400E-03,-45.82915E-03,-34.57286E-03,+160.80402E-03
-6.16350E-03,-45.62814E-03,-34.57286E-03,+160.80402E-03
-6.15300E-03,-45.02513E-03,-33.76884E-03,+160.80402E-03
-6.14250E-03,-45.02513E-03,-33.76884E-03,+160.80402E-03
-6.13200E-03,-44.22111E-03,-33.76884E-03,+156.78392E-03
-6.12150E-03,-44.22111E-03,-33.16583E-03,+156.78392E-03
-6.11100E-03,-43.81910E-03,-32.96482E-03,+156.78392E-03
-6.10050E-03,-43.41708E-03,-32.36181E-03,+153.76884E-03
-6.09000E-03,-42.61306E-03,-32.16080E-03,+152.76382E-03
-6.07950E-03,-42.61306E-03,-32.16080E-03,+148.74372E-03
-6.06900E-03,-42.61306E-03,-32.16080E-03,+148.74372E-03
-6.05850E-03,-42.01005E-03,-31.55779E-03,+148.74372E-03
-6.04800E-03,-41.80904E-03,-31.35678E-03,+144.72362E-03
-6.03750E-03,-41.80904E-03,-31.35678E-03,+144.72362E-03
-6.02700E-03,-40.60301E-03,-30.95477E-03,+144.72362E-03
-6.01650E-03,-41.00502E-03,-31.15578E-03,+141.70854E-03
-6.00600E-03,-40.20100E-03,-30.55276E-03,+140.70352E-03
-5.99550E-03,-40.20100E-03,-29.14573E-03,+137.68844E-03
-5.98500E-03,-39.39698E-03,-29.74874E-03,+140.70352E-03
-5.97450E-03,-39.19598E-03,-29.74874E-03,+139.69849E-03
-5.96400E-03,-38.59296E-03,-28.94472E-03,+136.68342E-03
-5.95350E-03,-38.59296E-03,-28.94472E-03,+133.66834E-03
-5.94300E-03,-38.19095E-03,-28.94472E-03,+132.66332E-03
-5.93250E-03,-37.78894E-03,-28.14070E-03,+135.67839E-03
-5.92200E-03,-36.98492E-03,-28.14070E-03,+132.66332E-03
-5.91150E-03,-36.78392E-03,-27.33668E-03,+132.66332E-03
-5.90100E-03,-36.98492E-03,-27.33668E-03,+128.64321E-03
-5.89050E-03,-36.18090E-03,-27.33668E-03,+125.62814E-03
-5.88000E-03,-36.18090E-03,-27.33668E-03,+124.62311E-03
-5.86950E-03,-35.37688E-03,-25.92965E-03,+121.60804E-03
-5.85900E-03,-35.37688E-03,-26.53266E-03,+120.60301E-03
-5.84850E-03,-34.77387E-03,-26.53266E-03,+123.61809E-03
-5.83800E-03,-34.57286E-03,-25.72864E-03,+120.60301E-03
-5.82750E-03,-34.37186E-03,-25.72864E-03,+116.58291E-03
-5.81700E-03,-33.76884E-03,-24.92462E-03,+116.58291E-03
-5.80650E-03,-33.16583E-03,-24.92462E-03,+116.58291E-03
-5.79600E-03,-32.96482E-03,-24.92462E-03,+112.56281E-03
-5.78550E-03,-32.36181E-03,-24.12060E-03,+112.56281E-03
-5.77500E-03,-31.75879E-03,-24.12060E-03,+110.55276E-03
-5.76450E-03,-31.35678E-03,-24.12060E-03,+105.52764E-03
-5.75400E-03,-31.35678E-03,-23.31658E-03,+108.54271E-03
-5.74350E-03,-30.55276E-03,-23.31658E-03,+107.53769E-03
-5.73300E-03,-30.55276E-03,-22.51256E-03,+104.52261E-03
-5.72250E-03,-29.74874E-03,-22.71357E-03,+104.52261E-03
-5.71200E-03,-29.74874E-03,-22.51256E-03,+104.52261E-03
-5.70150E-03,-28.94472E-03,-21.70854E-03,+100.50251E-03
-5.69100E-03,-28.94472E-03,-21.70854E-03,+98.49246E-03
-5.68050E-03,-28.14070E-03,-21.70854E-03,+96.48241E-03
-5.67000E-03,-28.14070E-03,-20.90452E-03,+96.48241E-03
-5.65950E-03,-27.33668E-03,-20.90452E-03,+92.46231E-03
-5.64900E-03,-26.93467E-03,-20.50251E-03,+94.47236E-03
-5.63850E-03,-27.13568E-03,-20.10050E-03,+88.44221E-03
-5.62800E-03,-26.53266E-03,-19.29648E-03,+88.44221E-03
-5.61750E-03,-25.72864E-03,-19.29648E-03,+88.44221E-03
-5.60700E-03,-25.72864E-03,-19.29648E-03,+86.43216E-03
-5.59650E-03,-25.12563E-03,-18.69347E-03,+83.41708E-03
-5.58600E-03,-24.92462E-03,-19.29648E-03,+84.42211E-03
-5.57550E-03,-24.12060E-03,-18.49246E-03,+80.40201E-03
-5.56500E-03,-23.71859E-03,-17.68844E-03,+80.40201E-03
-5.55450E-03,-23.31658E-03,-17.68844E-03,+76.38191E-03
-5.54400E-03,-23.31658E-03,-17.68844E-03,+76.38191E-03
-5.53350E-03,-22.51256E-03,-16.88442E-03,+76.38191E-03
-5.52300E-03,-21.70854E-03,-16.88442E-03,+76.38191E-03
-5.51250E-03,-21.70854E-03,-16.08040E-03,+72.36181E-03
-5.50200E-03,-20.90452E-03,-16.08040E-03,+72.36181E-03
-5.49150E-03,-20.90452E-03,-15.87940E-03,+68.34171E-03
-5.48100E-03,-20.50251E-03,-15.67839E-03,+68.34171E-03
-5.47050E-03,-20.10050E-03,-15.27638E-03,+65.32663E-03
-5.46000E-03,-20.10050E-03,-15.27638E-03,+68.34171E-03
-5.44950E-03,-18.69347E-03,-14.47236E-03,+64.32161E-03
-5.43900E-03,-18.49246E-03,-14.07035E-03,+62.31156E-03
-5.42850E-03,-18.49246E-03,-14.27136E-03,+63.31658E-03
-5.41800E-03,-18.49246E-03,-13.66834E-03,+60.30151E-03
-5.40750E-03,-17.68844E-03,-12.86432E-03,+56.28141E-03
-5.39700E-03,-16.88442E-03,-12.86432E-03,+58.29146E-03
-5.38650E-03,-16.08040E-03,-12.66332E-03,+56.28141E-03
-5.37600E-03,-16.08040E-03,-12.86432E-03,+52.26131E-03
-5.36550E-03,-15.27638E-03,-12.06030E-03,+48.24121E-03
-5.35500E-03,-15.27638E-03,-11.65829E-03,+48.24121E-03
-5.34450E-03,-14.67337E-03,-11.25628E-03,+45.22613E-03
-5.33400E-03,-14.47236E-03,-10.45226E-03,+44.22111E-03
-5.32350E-03,-13.66834E-03,-10.45226E-03,+44.22111E-03
-5.31300E-03,-13.66834E-03,-10.05025E-03,+44.22111E-03
-5.30250E-03,-13.06533E-03,-9.84925E-03,+40.20100E-03
-5.29200E-03,-12.86432E-03,-9.64824E-03,+40.20100E-03
-5.28150E-03,-12.06030E-03,-9.64824E-03,+39.19598E-03
-5.27100E-03,-12.06030E-03,-8.84422E-03,+34.17085E-03
-5.26050E-03,-11.25628E-03,-8.84422E-03,+35.17588E-03
-5.25000E-03,-11.25628E-03,-8.04020E-03,+32.16080E-03
-5.23950E-03,-10.45226E-03,-8.04020E-03,+31.15578E-03
-5.22900E-03,-10.45226E-03,-8.04020E-03,+28.14070E-03
-5.21850E-03,-9.64824E-03,-6.63317E-03,+28.14070E-03
-5.20800E-03,-8.84422E-03,-7.23618E-03,+24.12060E-03
-5.19750E-03,-8.84422E-03,-7.23618E-03,+24.12060E-03
-5.18700E-03,-8.04020E-03,-6.43216E-03,+24.12060E-03
-5.17650E-03,-8.04020E-03,-6.43216E-03,+20.10050E-03
-5.16600E-03,-7.23618E-03,-6.43216E-03,+20.10050E-03
-5.15550E-03,-6.43216E-03,-5.62814E-03,+17.08543E-03
-5.14500E-03,-6.43216E-03,-5.22613E-03,+16.08040E-03
-5.13450E-03,-6.43216E-03,-4.82412E-03,+13.06533E-03
-5.12400E-03,-5.62814E-03,-4.82412E-03,+12.06030E-03
-5.11350E-03,-5.42714E-03,-4.02010E-03,+11.05528E-03
-5.10300E-03,-4.82412E-03,-3.61809E-03,+10.05025E-03
-5.09250E-03,-4.62312E-03,-3.41709E-03,+8.04020E-03
-5.08200E-03,-4.02010E-03,-3.21608E-03,+4.02010E-03
-5.07150E-03,-3.21608E-03,-3.21608E-03,+4.02010E-03
-5.06100E-03,-3.21608E-03,-2.81407E-03,+2.01005E-03
-5.05050E-03,-2.41206E-03,-2.21106E-03,+3.01508E-03
-5.04000E-03,-2.41206E-03,-1.60804E-03,+0.0E+00
-5.02950E-03,-1.60804E-03,-1.40704E-03,-4.02010E-03
-5.01900E-03,-1.60804E-03,-1.60804E-03,-4.02010E-03
-5.00850E-03,-804.02E-06,-804.02E-06,-7.03518E-03
-4.99800E-03,-804.02E-06,-804.02E-06,-8.04020E-03
-4.98750E-03,+0.0E+00,+0.0E+00,-8.04020E-03
-4.97700E-03,+0.0E+00,+0.0E+00,-8.04020E-03
-4.96650E-03,+804.02E-06,+804.02E-06,-9.04523E-03
-4.95600E-03,+804.02E-06,+0.0E+00,-12.06030E-03
-4.94550E-03,+1.60804E-03,+804.02E-06,-15.07538E-03
-4.93500E-03,+1.60804E-03,+1.20603E-03,-16.08040E-03
-4.92450E-03,+2.41206E-03,+1.60804E-03,-17.08543E-03
-4.91400E-03,+2.41206E-03,+1.60804E-03,-20.10050E-03
-4.90350E-03,+3.41709E-03,+1.80905E-03,-21.10553E-03
-4.89300E-03,+4.02010E-03,+2.41206E-03,-24.12060E-03
-4.88250E-03,+4.02010E-03,+2.61307E-03,-24.12060E-03
-4.87200E-03,+4.82412E-03,+3.21608E-03,-28.14070E-03
-4.86150E-03,+5.42714E-03,+3.21608E-03,-29.14573E-03
-4.85100E-03,+5.62814E-03,+4.02010E-03,-30.15075E-03
-4.84050E-03,+5.82915E-03,+4.02010E-03,-29.14573E-03
-4.83000E-03,+6.43216E-03,+4.02010E-03,-32.16080E-03
-4.81950E-03,+6.43216E-03,+4.82412E-03,-36.18090E-03
-4.80900E-03,+7.23618E-03,+5.22613E-03,-38.19095E-03
-4.79850E-03,+7.83920E-03,+5.62814E-03,-37.18593E-03
-4.78800E-03,+8.04020E-03,+5.62814E-03,-40.20100E-03
-4.77750E-03,+8.24121E-03,+6.43216E-03,-40.20100E-03
-4.76700E-03,+8.84422E-03,+6.43216E-03,-42.21105E-03
-4.75650E-03,+9.04523E-03,+7.23618E-03,-44.22111E-03
-4.74600E-03,+9.64824E-03,+7.23618E-03,-44.22111E-03
-4.73550E-03,+10.45226E-03,+7.23618E-03,-48.24121E-03
-4.72500E-03,+10.45226E-03,+7.63819E-03,-48.24121E-03
-4.71450E-03,+10.85427E-03,+8.04020E-03,-52.26131E-03
-4.70400E-03,+11.25628E-03,+8.84422E-03,-52.26131E-03
-4.69350E-03,+12.26131E-03,+8.84422E-03,-53.26633E-03
-4.68300E-03,+12.46231E-03,+9.24623E-03,-56.28141E-03
-4.67250E-03,+12.86432E-03,+9.84925E-03,-56.28141E-03
-4.66200E-03,+13.66834E-03,+9.64824E-03,-60.30151E-03
-4.65150E-03,+14.27136E-03,+10.45226E-03,-60.30151E-03
-4.64100E-03,+14.07035E-03,+10.45226E-03,-60.30151E-03
-4.63050E-03,+14.47236E-03,+10.45226E-03,-64.32161E-03
-4.62000E-03,+15.27638E-03,+11.25628E-03,-64.32161E-03
-4.60950E-03,+15.47739E-03,+10.65327E-03,-65.32663E-03
-4.59900E-03,+16.08040E-03,+11.25628E-03,-68.34171E-03
-4.58850E-03,+16.28141E-03,+12.06030E-03,-69.34673E-03
-4.57800E-03,+16.88442E-03,+12.86432E-03,-72.36181E-03
-4.56750E-03,+17.28643E-03,+12.86432E-03,-72.36181E-03
-4.55700E-03,+17.68844E-03,+12.86432E-03,-74.37186E-03
-4.54650E-03,+18.49246E-03,+13.66834E-03,-76.38191E-03
-4.53600E-03,+18.49246E-03,+13.66834E-03,-76.38191E-03
-4.52550E-03,+18.49246E-03,+14.27136E-03,-80.40201E-03
-4.51500E-03,+19.69849E-03,+14.07035E-03,-80.40201E-03
-4.50450E-03,+20.10050E-03,+14.47236E-03,-84.42211E-03
-4.49400E-03,+20.10050E-03,+15.27638E-03,-84.42211E-03
-4.48350E-03,+20.90452E-03,+15.27638E-03,-84.42211E-03
-4.47300E-03,+20.90452E-03,+16.08040E-03,-86.43216E-03
-4.46250E-03,+21.70854E-03,+16.08040E-03,-91.45729E-03
-4.45200E-03,+21.70854E-03,+16.08040E-03,-92.46231E-03
-4.44150E-03,+22.51256E-03,+16.68342E-03,-92.46231E-03
-4.43100E-03,+22.51256E-03,+16.88442E-03,-94.47236E-03
-4.42050E-03,+23.31658E-03,+16.88442E-03,-96.48241E-03
-4.41000E-03,+23.31658E-03,+17.68844E-03,-96.48241E-03
-4.39950E-03,+24.12060E-03,+17.68844E-03,-100.50251E-03
-4.38900E-03,+24.12060E-03,+18.09045E-03,-100.50251E-03
-4.37850E-03,+24.92462E-03,+18.49246E-03,-101.50754E-03
-4.36800E-03,+25.72864E-03,+18.49246E-03,-104.52261E-03
-4.35750E-03,+25.72864E-03,+18.69347E-03,-104.52261E-03
-4.34700E-03,+26.13065E-03,+19.29648E-03,-106.53266E-03
-4.33650E-03,+26.53266E-03,+19.49749E-03,-108.54271E-03
-4.32600E-03,+27.33668E-03,+20.10050E-03,-108.54271E-03
-4.31550E-03,+27.33668E-03,+20.10050E-03,-109.54774E-03
-4.30500E-03,+28.14070E-03,+20.10050E-03,-112.56281E-03
-4.29450E-03,+28.14070E-03,+20.90452E-03,-115.57789E-03
-4.28400E-03,+28.94472E-03,+20.90452E-03,-112.56281E-03
-4.27350E-03,+28.74372E-03,+21.70854E-03,-116.58291E-03
-4.26300E-03,+28.94472E-03,+21.70854E-03,-116.58291E-03
-4.25250E-03,+29.74874E-03,+21.70854E-03,-120.60301E-03
-4.24200E-03,+30.55276E-03,+22.51256E-03,-120.60301E-03
-4.23150E-03,+30.55276E-03,+22.51256E-03,-124.62311E-03
-4.22100E-03,+30.55276E-03,+22.51256E-03,-124.62311E-03
-4.21050E-03,+31.15578E-03,+23.31658E-03,-127.63819E-03
-4.20000E-03,+31.35678E-03,+24.12060E-03,-128.64321E-03
-4.18950E-03,+31.95980E-03,+23.31658E-03,-128.64321E-03
-4.17900E-03,+32.16080E-03,+24.12060E-03,-130.65326E-03
-4.16850E-03,+32.96482E-03,+24.72362E-03,-132.66332E-03
-4.15800E-03,+32.96482E-03,+24.12060E-03,-132.66332E-03
-4.14750E-03,+33.16583E-03,+24.92462E-03,-135.67839E-03
-4.13700E-03,+33.76884E-03,+24.92462E-03,-136.68342E-03
-4.12650E-03,+34.57286E-03,+25.52764E-03,-136.68342E-03
-4.11600E-03,+34.57286E-03,+25.72864E-03,-140.70352E-03
-4.10550E-03,+35.17588E-03,+26.33166E-03,-137.68844E-03
-4.09500E-03,+35.37688E-03,+26.13065E-03,-142.71357E-03
-4.08450E-03,+36.18090E-03,+26.53266E-03,-143.71859E-03
-4.07400E-03,+36.18090E-03,+27.33668E-03,-144.72362E-03
-4.06350E-03,+36.78392E-03,+27.13568E-03,-144.72362E-03
-4.05300E-03,+36.98492E-03,+27.73869E-03,-148.74372E-03
-4.04250E-03,+37.58794E-03,+27.53769E-03,-148.74372E-03
-4.03200E-03,+37.78894E-03,+28.14070E-03,-148.74372E-03
-4.02150E-03,+37.78894E-03,+28.14070E-03,-152.76382E-03
-4.01100E-03,+38.59296E-03,+28.94472E-03,-154.77387E-03
-4.00050E-03,+38.59296E-03,+28.94472E-03,-155.77889E-03
-3.99000E-03,+39.39698E-03,+28.94472E-03,-156.78392E-03
-3.97950E-03,+38.79397E-03,+29.54774E-03,-156.78392E-03
-3.96900E-03,+39.79899E-03,+29.74874E-03,-158.79397E-03
-3.95850E-03,+40.20100E-03,+29.74874E-03,-160.80402E-03
-3.94800E-03,+40.20100E-03,+30.55276E-03,-160.80402E-03
-3.93750E-03,+41.00502E-03,+30.55276E-03,-161.80904E-03
-3.92700E-03,+41.00502E-03,+30.55276E-03,-162.81407E-03
-3.91650E-03,+41.60804E-03,+30.55276E-03,-164.82412E-03
-3.90600E-03,+41.80904E-03,+31.35678E-03,-168.84422E-03
-3.89550E-03,+41.80904E-03,+31.55779E-03,-165.82914E-03
-3.88500E-03,+42.61306E-03,+31.75879E-03,-168.84422E-03
-3.87450E-03,+42.61306E-03,+31.55779E-03,-168.84422E-03
-3.86400E-03,+43.41708E-03,+32.16080E-03,-172.86432E-03
-3.85350E-03,+43.41708E-03,+32.76382E-03,-172.86432E-03
-3.84300E-03,+43.81910E-03,+32.96482E-03,-172.86432E-03
-3.83250E-03,+44.22111E-03,+32.96482E-03,-176.88442E-03
-3.82200E-03,+44.22111E-03,+32.96482E-03,-176.88442E-03
-3.81150E-03,+45.02513E-03,+33.76884E-03,-176.88442E-03
-3.80100E-03,+45.02513E-03,+33.76884E-03,-178.89447E-03
-3.79050E-03,+45.22613E-03,+33.76884E-03,-180.90452E-03
-3.78000E-03,+45.82915E-03,+34.57286E-03,-180.90452E-03
-3.76950E-03,+46.03015E-03,+34.57286E-03,-183.91960E-03
-3.75900E-03,+46.63317E-03,+34.57286E-03,-182.91457E-03
-3.74850E-03,+46.63317E-03,+34.77387E-03,-184.92462E-03
-3.73800E-03,+47.43719E-03,+35.37688E-03,-184.92462E-03
-3.72750E-03,+47.43719E-03,+35.37688E-03,-187.93970E-03
-3.71700E-03,+47.43719E-03,+35.77889E-03,-190.95477E-03
-3.70650E-03,+47.43719E-03,+36.18090E-03,-188.94472E-03
-3.69600E-03,+48.24121E-03,+36.18090E-03,-188.94472E-03
-3.68550E-03,+48.84422E-03,+36.18090E-03,-192.96482E-03
-3.67500E-03,+48.64322E-03,+36.18090E-03,-192.96482E-03
-3.66450E-03,+49.04523E-03,+36.18090E-03,-195.97990E-03
-3.65400E-03,+49.84925E-03,+36.98492E-03,-192.96482E-03
-3.64350E-03,+49.84925E-03,+37.18593E-03,-196.98492E-03
-3.63300E-03,+49.84925E-03,+37.78894E-03,-196.98492E-03
-3.62250E-03,+49.84925E-03,+37.78894E-03,-196.98492E-03
-3.61200E-03,+50.65327E-03,+37.78894E-03,-201.00502E-03
-3.60150E-03,+50.65327E-03,+37.78894E-03,-201.00502E-03
-3.59100E-03,+51.45729E-03,+37.78894E-03,-201.00502E-03
-3.58050E-03,+51.45729E-03,+37.98995E-03,-201.00502E-03
-3.57000E-03,+51.45729E-03,+38.59296E-03,-205.02512E-03
-3.55950E-03,+52.06030E-03,+38.59296E-03,-204.02010E-03
-3.54900E-03,+52.26131E-03,+38.59296E-03,-207.03517E-03
-3.53850E-03,+52.46231E-03,+39.39698E-03,-205.02512E-03
-3.52800E-03,+53.06533E-03,+39.39698E-03,-205.02512E-03
-3.51750E-03,+53.06533E-03,+39.39698E-03,-205.02512E-03
-3.50700E-03,+53.86935E-03,+39.79899E-03,-209.04522E-03
-3.49650E-03,+53.26633E-03,+40.20100E-03,-209.04522E-03
-3.48600E-03,+53.86935E-03,+39.39698E-03,-213.06532E-03
-3.47550E-03,+54.47236E-03,+40.40201E-03,-210.05025E-03
-3.46500E-03,+54.67337E-03,+40.60301E-03,-213.06532E-03
-3.45450E-03,+54.67337E-03,+40.20100E-03,-216.08040E-03
-3.44400E-03,+54.67337E-03,+41.00502E-03,-213.06532E-03
-3.43350E-03,+54.87437E-03,+41.00502E-03,-217.08542E-03
-3.42300E-03,+55.47739E-03,+41.00502E-03,-217.08542E-03
-3.41250E-03,+55.47739E-03,+41.80904E-03,-217.08542E-03
-3.40200E-03,+55.47739E-03,+41.80904E-03,-217.08542E-03
-3.39150E-03,+56.28141E-03,+41.80904E-03,-221.10553E-03
-3.38100E-03,+56.28141E-03,+41.80904E-03,-221.10553E-03
-3.37050E-03,+56.88442E-03,+41.80904E-03,-221.10553E-03
-3.36000E-03,+56.28141E-03,+41.80904E-03,-221.10553E-03
-3.34950E-03,+56.48241E-03,+42.61306E-03,-221.10553E-03
-3.33900E-03,+57.08543E-03,+42.61306E-03,-225.12563E-03
-3.32850E-03,+57.88945E-03,+42.61306E-03,-221.10553E-03
-3.31800E-03,+57.88945E-03,+43.41708E-03,-225.12563E-03
-3.30750E-03,+57.88945E-03,+42.61306E-03,-222.11055E-03
-3.29700E-03,+57.88945E-03,+43.41708E-03,-225.12563E-03
-3.28650E-03,+57.88945E-03,+43.41708E-03,-229.14573E-03
-3.27600E-03,+58.69347E-03,+43.41708E-03,-229.14573E-03
-3.26550E-03,+58.89447E-03,+43.41708E-03,-230.15075E-03
-3.25500E-03,+58.69347E-03,+44.22111E-03,-229.14573E-03
-3.24450E-03,+58.69347E-03,+44.02010E-03,-229.14573E-03
-3.23400E-03,+59.49749E-03,+44.22111E-03,-229.14573E-03
-3.22350E-03,+59.49749E-03,+44.22111E-03,-233.16583E-03
-3.21300E-03,+59.49749E-03,+44.22111E-03,-233.16583E-03
-3.20250E-03,+60.30151E-03,+44.22111E-03,-233.16583E-03
-3.19200E-03,+59.49749E-03,+44.22111E-03,-233.16583E-03
-3.18150E-03,+60.30151E-03,+45.02513E-03,-236.18090E-03
-3.17100E-03,+60.30151E-03,+45.02513E-03,-237.18593E-03
-3.16050E-03,+60.50251E-03,+45.22613E-03,-234.17085E-03
-3.15000E-03,+60.30151E-03,+45.02513E-03,-237.18593E-03
-3.13950E-03,+61.10553E-03,+45.02513E-03,-237.18593E-03
-3.12900E-03,+61.50754E-03,+45.82915E-03,-237.18593E-03
-3.11850E-03,+61.30653E-03,+45.62814E-03,-238.19095E-03
-3.10800E-03,+61.90955E-03,+45.82915E-03,-241.20603E-03
-3.09750E-03,+61.10553E-03,+45.82915E-03,-237.18593E-03
-3.08700E-03,+62.31156E-03,+45.82915E-03,-241.20603E-03
-3.07650E-03,+61.90955E-03,+46.43216E-03,-241.20603E-03
-3.06600E-03,+61.90955E-03,+45.82915E-03,-241.20603E-03
-3.05550E-03,+62.51256E-03,+46.03015E-03,-242.21105E-03
-3.04500E-03,+62.31156E-03,+46.63317E-03,-243.21608E-03
-3.03450E-03,+62.71357E-03,+46.63317E-03,-245.22613E-03
-3.02400E-03,+62.71357E-03,+46.63317E-03,-245.22613E-03
-3.01350E-03,+62.71357E-03,+46.83417E-03,-245.22613E-03
-3.00300E-03,+63.11558E-03,+46.63317E-03,-245.22613E-03
-2.99250E-03,+63.31658E-03,+46.63317E-03,-245.22613E-03
-2.98200E-03,+62.71357E-03,+46.63317E-03,-249.24623E-03
-2.97150E-03,+63.51759E-03,+47.43719E-03,-248.24120E-03
-2.96100E-03,+63.51759E-03,+47.43719E-03,-249.24623E-03
-2.95050E-03,+63.31658E-03,+47.43719E-03,-248.24120E-03
-2.94000E-03,+64.32161E-03,+47.43719E-03,-245.22613E-03
-2.92950E-03,+63.51759E-03,+47.43719E-03,-245.22613E-03
-2.91900E-03,+63.91960E-03,+47.43719E-03,-247.23618E-03
-2.90850E-03,+64.32161E-03,+47.63819E-03,-252.26130E-03
-2.89800E-03,+63.51759E-03,+48.24121E-03,-249.24623E-03
-2.88750E-03,+64.32161E-03,+47.63819E-03,-249.24623E-03
-2.87700E-03,+63.91960E-03,+48.24121E-03,-251.25628E-03
-2.86650E-03,+64.32161E-03,+48.24121E-03,-253.26633E-03
-2.85600E-03,+64.32161E-03,+47.43719E-03,-249.24623E-03
-2.84550E-03,+64.92462E-03,+48.24121E-03,-252.26130E-03
-2.83500E-03,+64.72362E-03,+48.64322E-03,-251.25628E-03
-2.82450E-03,+65.12563E-03,+48.24121E-03,-249.24623E-03
-2.81400E-03,+64.32161E-03,+49.04523E-03,-257.28643E-03
-2.80350E-03,+64.92462E-03,+48.44221E-03,-253.26633E-03
-2.79300E-03,+64.72362E-03,+48.64322E-03,-251.25628E-03
-2.78250E-03,+65.12563E-03,+48.24121E-03,-253.26633E-03
-2.77200E-03,+65.12563E-03,+48.24121E-03,-257.28643E-03
-2.76150E-03,+65.32663E-03,+48.24121E-03,-250.25125E-03
-2.75100E-03,+65.92965E-03,+49.04523E-03,-255.27638E-03
-2.74050E-03,+65.12563E-03,+48.44221E-03,-256.28140E-03
-2.73000E-03,+65.92965E-03,+49.04523E-03,-257.28643E-03
-2.71950E-03,+65.32663E-03,+49.04523E-03,-256.28140E-03
-2.70900E-03,+65.92965E-03,+49.04523E-03,-255.27638E-03
-2.69850E-03,+65.32663E-03,+48.44221E-03,-254.27135E-03
-2.68800E-03,+65.92965E-03,+49.04523E-03,-253.26633E-03
-2.67750E-03,+65.92965E-03,+49.04523E-03,-256.28140E-03
-2.66700E-03,+65.92965E-03,+49.04523E-03,-255.27638E-03
-2.65650E-03,+65.92965E-03,+49.64824E-03,-257.28643E-03
-2.64600E-03,+66.73367E-03,+49.04523E-03,-257.28643E-03
-2.63550E-03,+65.92965E-03,+49.04523E-03,-256.28140E-03
-2.62500E-03,+66.33166E-03,+49.44724E-03,-257.28643E-03
-2.61450E-03,+65.92965E-03,+49.04523E-03,-256.28140E-03
-2.60400E-03,+66.73367E-03,+49.84925E-03,-257.28643E-03
-2.59350E-03,+66.53266E-03,+49.64824E-03,-257.28643E-03
-2.58300E-03,+65.92965E-03,+49.44724E-03,-255.27638E-03
-2.57250E-03,+65.92965E-03,+49.04523E-03,-257.28643E-03
-2.56200E-03,+65.92965E-03,+49.84925E-03,-257.28643E-03
-2.55150E-03,+66.73367E-03,+49.64824E-03,-258.29145E-03
-2.54100E-03,+66.33166E-03,+49.04523E-03,-259.29648E-03
-2.53050E-03,+65.92965E-03,+49.64824E-03,-257.28643E-03
-2.52000E-03,+66.73367E-03,+49.84925E-03,-257.28643E-03
-2.50950E-03,+65.92965E-03,+49.84925E-03,-257.28643E-03
-2.49900E-03,+66.33166E-03,+49.44724E-03,-257.28643E-03
-2.48850E-03,+66.13065E-03,+49.84925E-03,-257.28643E-03
-2.47800E-03,+66.73367E-03,+49.04523E-03,-257.28643E-03
-2.46750E-03,+66.53266E-03,+49.24623E-03,-257.28643E-03
-2.45700E-03,+65.92965E-03,+49.84925E-03,-255.27638E-03
-2.44650E-03,+65.92965E-03,+49.04523E-03,-257.28643E-03
-2.43600E-03,+65.92965E-03,+49.84925E-03,-253.26633E-03
-2.42550E-03,+65.92965E-03,+49.64824E-03,-257.28643E-03
-2.41500E-03,+65.92965E-03,+49.04523E-03,-255.27638E-03
-2.40450E-03,+66.53266E-03,+49.04523E-03,-257.28643E-03
-2.39400E-03,+66.73367E-03,+49.04523E-03,-257.28643E-03
